"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8116918","$649,000","A","2090 Lake Windward Dr","14","Alpharetta","Fulton","5","4","1","2001","30005-4242","Creek View","Webb Br","Alpharetta","Rhonda P Shell","Phone: 6785761914"
"8119269","$649,000","A","125 St Andrews Dr","171","Fayetteville","Fayette","5","4","0","1988","30215","Braelinn","Rising St","Strrs Mill","Scott Barnett","Phone: 404-583-3313"
"8119934","$649,900","A","1888 Pointe Place Ave","121","Dunwoody","DeKalb","5","4","0","2017","30338","Dunwoody","Peachtree","Dunwoody","Suzanne Reiss","Phone: 678-283-2440"
"8118494","$649,900","A","9965 Farmbrook Ln","14","Johns Creek","Fulton","5","4","2","1996","30022-5507","St Br Cros","Autrey Mil","Johns Crk","Allison Kloster","Phone: 4047845287"
"8115910","$649,900","A","2001 Watauga Dr","261","Gainesville","Hall","3","3","1","1987","30501-1549","Centennial","Gainesvill","Gainesvl","Beverly Knight","Phone: 770-536-4416"
"8124742","$649,900","A","320 N Hurst Bourne","14","Johns Creek","Fulton","7","4","2","1994","30097","Wilson Crk","River Trl","Northview","Seyed M Ehteshami","Phone: 4046605626"
"8126392","$649,900","A","2191 Rabbit Hill Cir","63","Dacula","Gwinnett","4","3","1","1987","30019","Dyer","Twin River","Mtn View","Sherry J Southerland","Phone: 706-537-0301"
"8127171","$649,900","A","3760 Stanford Dr","221","Cumming","Forsyth","6","5","0","2007","30041-1998","Haw Creek","Lakeside","S Forsyth","Stephanie Patterson","Phone: 770-316-3110"
"8116217","$650,000","A","130 Stoney Ridge Dr","14","Johns Creek","Fulton","6","4","1","1993","30022","Barnwell","Haynes Br","Centennial","Rhonda Duffy","Phone: 6783183613"
"8122944","$650,000","A","316 Holsenbeck School Rd","302","Winder","Barrow","8","7","0","2015","30680","Holsenbeck","Bear Creek","Wnder Brrw","Angela C Eavenson","Phone: 770-307-7611"
"8121484","$650,900","A","3361 Perrington Pte","81","Marietta","Cobb","6","4","1","1999","30066","Mtn View","Simpson","Lassiter","Ann Sander","Phone: 678-234-9855"
"8124853","$659,900","A","230 Moccasin Hollow","14","Johns Creek","Fulton","6","4","1","1989","30097-2460","Medlock Br","Autrey Mil","Johns Crk","Charles MacPhee Jr.","Phone: 404-234-7286"
"8123569","$660,000","A","105 Coventry Ct","171","Fayetteville","Fayette","5","4","1","1999","30215-5670","Braelinn","Rising St","Strrs Mill","Alden Treadway",
"8119452","$660,000","A","16370 Twin Ridge Trl","13","Milton","Fulton","6","5","0","2007","30004","Birm Falls","Northwstrn","Cambridge","Melissa Morgan","Phone: 404-444-5263"
"8116085","$664,900","A","2055 Cooper Lake Dr","72","Smyrna","Cobb","3","3","1","2017","30080","Nickajack","Campbell","Campbell","Todd Hancock",
"8115699","$665,000","A","2588 Octavia Ln","82","Marietta","Cobb","5","4","0","2016","30062-4916","East Side","Dodgen","Walton","Brandi Nickerson","Phone: 404-895-2943"
"8122308","$665,000","A","4975 Rosewood Lake Dr","222","Cumming","Forsyth","5","4","1","1995","30040","Sawnee","Liberty","W. Forsyth","Denise A Morton","Phone: 4049253412"
"8126041","$665,000","A","553 Bismark Rd","23","Atlanta","Fulton","3","2","1","2017","30324","Morningsid","Inman","Grady","Allyson Golightly","Phone: 4042345989ext. 0"
"8116083","$669,000","A","2055 Cooper Lake Dr","72","Smyrna","Cobb","3","3","1","2017","30080","Nickajack","Campbell","Campbell","Todd Hancock",
"8116084","$669,000","A","2055 Cooper Lake Dr","72","Smyrna","Cobb","3","3","1","2017","30080","Nickajack","Campbell","Campbell","Todd Hancock",
"8122445","$670,000","A","2927 Ansley Manor Ct","82","Marietta","Cobb","6","5","0","2013","30062","Shlwfrd F","Hightwr Tr","Pope","Annette Davis","Phone: 770-973-8822ext. 2758"
"8123467","$675,000","A","995 Upper Hembree Rd","13","Roswell","Fulton","5","3","1","1970","30076","Hembre Spr","Elkins Pnt","Milton","Greg Bergdorf","Phone: 6786411645"
"8115690","$675,000","A","3010 Octavia Cir","82","Marietta","Cobb","5","4","1","2016","30062","East Side","Dodgen","Walton","Tony Urbano","Phone: 7708430229"
"8118930","$675,000","A","5260 Trudy Cir","265","Gainesville","Hall","3","2","1","2000","30504","Mcever","Chestatee","Chestatee","Debbie L Esco","Phone: 706-654-7381"
"8125203","$675,000","A","15 Crosscrabble Pl","13","Roswell","Fulton","5","5","1","2015","30075-1700","Mtn Park","Crabapple","Roswell","David H Knapp III","Phone: 770-653-1184"
"8127123","$680,000","A","4015 SE Green Forest","73","Smyrna","Cobb","4","2","0","1974","30082","King Spr","Griffin","Campbell","Marjory Cesar","Phone: 770-598-2269"
"8126517","$680,000","A","4749 Old Acworth Dallas Rd","75","Acworth","Cobb","4","3","1","2006","30101","Pickett Ml","Durham","Allatoona","Jonathan Rogers","Phone: 678-488-7355"
"8126329","$689,999","A","110 Woodbridge Pl","171","Brooks","Fayette","4","3","1","2011","30205","Peeples","Whitewater","Whitewater","Shirin M Head","Phone: 4044019224"
"8125291","$692,500","A","7330 Laurel Oak","221","Suwanee","Forsyth","5","5","0","2000","30024","Sharon","Riverwatch","Lambert","Jeff Barnwell","Phone: 7709900743ext. 0"
"8114868","$695,000","A","300 Hube Turner","114","Canton","Cherokee","3","2","1","2006","30115","Free Home","Creekland","Creekview","Josette Sears","Phone: 770-842-2941"
"8119802","$697,500","A","1345 Garrick Way","83","Marietta","Cobb","6","5","0","1990","30068","Mt Bethel","Dickerson","Walton","Matt Hester","Phone: 7703678124ext. 375"
"8122828","$698,100","A","2123 Pinellas","52","Decatur","DeKalb","5","4","1","2008","30033","Sagamor Hl","Henderson","Lakeside","Susan H Ayers","Phone: 678-344-1600"
"8123938","$699,000","A","1084 Pebblebrook Rd","72","Mableton","Cobb","5","4","1","2003","30126","Harmony","Lindley","Pebblebrk","Dan Petersen","Phone: 678-439-6699"
"8123945","$699,900","A","3095 Dale Dr","21","Atlanta","Fulton","5","3","0","1936","30305-2722","Garden Hl","Sutton","N Atl","Rich Richardson","Phone: 404-419-3660"
"8124283","$699,900","A","7110 Laurel Oak Dr","222","Suwanee","Forsyth","4","3","1","1999","30024-5372","Sharon","S Forsyth","Lambert","Ryan Assad","Phone: 678-520-8661"
"8121693","$699,900","A","3020 Compton Ct","14","Alpharetta","Fulton","5","5","1","1991","30022-7126","Barnwell","Autrey Mil","Johns Crk","Pam Gebhardt","Phone: 7708568561"
"8125205","$699,900","A","8055 Little Mill   Rd","224","Cumming","Forsyth","5","3","0","2006","30041-1455","Chestatee","Littl Mill","N Forsyth","Aaron Grubel","Phone: 404-944-9831"
"8117187","$699,900","A","5460 Summit Oak Dr","13","Milton","Fulton","5","4","0","2017","30004","Summit Hll","Hopewell","Cambridge","Peter Danos","Phone: 770-840-0232"
"8115913","$699,900","A","2110 Stoney Point Farm Rd","221","Cumming","Forsyth","5","5","1","2004","30041","Shiloh Pt","Piney Grv","S Forsyth","Mickey R Hyams","Phone: 6783417474"
"8117182","$700,000","A","650 Portabello Ln","83","Marietta","Cobb","5","4","1","1997","30068","Mt Bethel","Dickerson","Walton","Rexine Bierman","Phone: 404-314-6132"
"8127395","$700,000","A","10520 Stanyan St","14","Alpharetta","Fulton","6","5","0","1994","30022","Northwood","Haynes Br","Centennial","Emmett Carr","Phone: 4044193594"
"8117184","$718,380","A","5480 Summit Oak Dr","13","Milton","Fulton","5","5","0","2017","30004","Summit Hll","Hopewell","Cambridge","Peter Danos","Phone: 770-840-0232"
"8116678","$720,000","A","2421 Legacy Maple Dr","62","Braselton","Gwinnett","5","5","1","2004","30517","Duncan Crk","F N Osborn","Mill Creek","Rhonda Duffy","Phone: 6783183613"
"8121710","$728,000","A","223 Newport Dr","171","Peachtree City","Fayette","5","4","1","1999","30269","Kedron","Booth","Mcintosh","Kavita McInroe","Phone: 678-570-0717"
"8123809","$729,000","A","12510 Rumson Ct","13","Alpharetta","Fulton","5","4","0","2017","30004","CrabappCr","Northwstrn","Milton","Kevin Qualls","Phone: 770-597-2880"
"8121813","$735,000","A","2076 Robson Ct","24","Atlanta","DeKalb","4","3","0","2017","30317","Toomer","King","MH Jksn Jr","Louise Hammer","Phone: 404-429-9037"
"8122840","$739,000","A","4846 Trevor Ct","83","Marietta","Cobb","6","4","1","1992","30068","Mt Bethel","Dickerson","Walton","Redefy Intown",
"8113847","$739,000","A","8005 Preservation Dr","14","Alpharetta","Fulton","5","4","0","2017","30005","Creek View","Webb Br","Alpharetta","Tamra J Wade","Phone: 6788042595"
"8113862","$739,000","A","8015 Preservation Dr","14","Alpharetta","Fulton","5","4","1","2017","30005","Creek View","Webb Br","Alpharetta","Tamra J Wade","Phone: 6788042595"
"8121031","$739,900","A","2824 Ridge Valley Rd","22","Atlanta","Fulton","5","3","1","1962","30327-1828","Brandon ES","Sutton","N Atl","Stephen M Flanagin","Phone: 404-312-5389"
"8126766","$741,596","A","3004 Eamont Ter","131","Sandy Springs","Fulton","5","4","1","2017","30328","Lake Frst","Ridgeview","Riverwood","Mark Spain","Phone: 7708869000"
"8123506","$745,000","A","1414 Oakridge View Dr","72","Mableton","Cobb","6","5","0","2005","30126-7605","Nickajack","Griffin","Campbell","Precious Edet","Phone: 678-663-9307"
"8119930","$749,000","A","5745 Riverwood Dr","131","Sandy Springs","Fulton","4","4","1","1969","30328-3726","Heards Fry","Ridgeview","Riverwood","Carla Sweetwood","Phone: 4042293307"
"8120037","$749,500","A","1105 E Rock Springs Rd","23","Atlanta","Fulton","4","3","0","1971","30306","Morningsid","Inman","Grady","John Ladky","Phone: 404-663-3211"
"8119139","$749,900","A","301 Rolling Rock Rd","83","Marietta","Cobb","5","4","1","1982","30067","Sope Creek","Dickerson","Walton","Cynthia Dolezal","Offc: 770-977-9500"
"8117138","$749,900","A","1155 Churchill Downs Rd","132","Sandy Springs","Fulton","5","5","1","1971","30319","High Point","Ridgeview","Riverwood","Dorcas Winton","Phone: 404-814-5442"
"8115424","$749,900","A","8604 Canal Dr","161","Jonesboro","Clayton","7","7","1","1995","30236-4076","Other","Other","Other","Rhonda Gailey","Phone: 770-733-2596"
"8125133","$749,900","A","765 Harrison Pl","32","Atlanta","Fulton","4","3","1","2017","30315","Parkside","King","MH Jksn Jr","Susan J Powell","Phone: 4046351010ext. 0"
"8127402","$750,000","A","457 Shadowlawn Rd","83","Marietta","Cobb","4","3","1","1981","30067-4326","Sope Creek","E Cobb","Wheeler","Rhonda Duffy","Phone: 6783183613"
"8127356","$750,000","A","2160 Stephens Walk","121","Dunwoody","DeKalb","3","2","1","1998","30338-4466","Kingsley","Peachtree","Dunwoody","Robin Blass","Phone: 770-804-6226ext. 226"
"8114138","$769,900","A","6705 Pond Rd","222","Cumming","Forsyth","5","4","1","2006","30040","Vickery Cr","Vickery Cr","W. Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8116066","$769,999","A","6704 Winding Canyon","265","Flowery Branch","Hall","5","5","1","2016","30542","Sp Springs","C W Davis","Flwry Brnc","Cook RES Team","Phone: 7705406268"
"8129448","$774,900","A","5920 Whitestone Ln","221","Suwanee","Forsyth","5","5","1","1997","30024-3381","Sharon","S Forsyth","Lambert","Mary Beth Cook","Phone: 404-964-4250"
"8126971","$774,900","A","135 Arbor Shoals Dr","113","Canton","Cherokee","4","4","1","2015","30115","Macedonia","Creekland","Creekview","C.W. Chandlee","Phone: 7708268276"
"8113869","$774,999","A","6060 Tanglewood Cir","224","Cumming","Forsyth","4","3","1","1997","30041","Chathooche","Littl Mill","Frsth Cntl","Carolyn Watters and Associates",
"8123813","$775,000","A","8395 Bryant Rd","224","Gainesville","Forsyth","4","3","1","2015","30506","Chestatee","N Forsyth","N Forsyth","Leighann Russell","Phone: 678-936-2483"
"8123282","$775,000","A","1153 Hester Dr","114","Cumming","Cherokee","6","3","1","2001","30028","Free Home","Creekland","Creekview","Andrea Cueny","Phone: 404-695-7040"
"8117848","$779,000","A","4415 Longmead Rd","264","Flowery Branch","Hall","4","4","1","2006","30542","Chic Woods","South Hall","Johnson","Alicia Parks","Phone: 770-861-8111"
"8113590","$785,000","A","3975 Chapel Grove Dr","82","Marietta","Cobb","6","5","0","2005","30062","Garrson Ml","Mabry","Lassiter","Meredith Miller","Phone: 4042854865"
"8122216","$785,000","A","3140 Sugarloaf Club Dr","62","Duluth","Gwinnett","6","5","1","1998","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Mary Floyd","Phone: 404-312-3837"
"8113831","$786,674","A","2787 Oak Glen Manor Rd","52","Decatur","DeKalb","5","4","0","2017","30033","Oak Grove","Henderson","Lakeside","Tamra J Wade","Phone: 6788042595"
"8121073","$789,000","A","2804 Thurleston Ln","62","Duluth","Gwinnett","6","6","3","2000","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Christie Wilkins","Phone: 6787752755"
"8122357","$795,000","A","860 Waddington Ct","121","Sandy Springs","Fulton","6","5","1","1981","30350-4457","Dunwdy Sp","Sndy Sprg","N Springs","The Providence Group","Phone: 678-298-1591"
"8115887","$797,800","A","825 Barberry Dr","13","Alpharetta","Fulton","6","5","0","2002","30004-4288","Cogburn Wd","Hopewell","Cambridge","Brandy Highsmith","Phone: 404-667-5403ext. 4496"
"8115001","$799,000","A","3063 Davis Rd","82","Marietta","Cobb","5","5","0","2016","30062","Mtn View","Hightwr Tr","Pope","Brian McDaniel","Phone: 678-337-3517"
"8119245","$799,000","A","410 Covington Cv","14","Alpharetta","Fulton","6","5","2","1992","30022","Barnwell","Autrey Mil","Johns Crk","Jane D Patneau","Phone: 770-337-3538"
"8118567","$799,000","A","3223 Bagley Psge","62","Duluth","Gwinnett","6","6","1","1999","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Michele H Collins","Phone: 678-614-9662"
"8122482","$799,000","A","4710 Millbrook Dr","21","Atlanta","Fulton","4","3","0","1964","30327","Jackson","Sutton","N Atl","Kelly Boudreau","Phone: 4044560536"
"8129055","$799,000","A","8360 Lanier Dr","224","Cumming","Forsyth","4","3","1","1976","30041-8141","Chathooche","Littl Mill","Frsth Cntl","Tracey Craft","Phone: 7707223119ext. 3119"
"8127808","$799,000","A","4550 Woodland Brook Dr","71","Atlanta","Cobb","4","3","1","1977","30339-5367","Teasley","Campbell","Campbell","James Simons","Phone: 404-317-1185"
"8129708","$799,900","A","1411 Waterford Green Way","83","marietta","Cobb","6","5","1","1989","30068","Mt Bethel","Dickerson","Walton","Brad Pittman","Phone: 770-356-9188"
"8137921","$799,900","A","1911 Sandlewood Ln","51","Chamblee","DeKalb","5","3","1","2017","30341","Montgomery","Chamblee","Chamblee","Jessica Ceciarelli","Phone: 770-369-5542"
"8126700","$799,900","A","2001 Kinderton Manor Dr","14","Johns Creek","Fulton","5","5","2","1994","30097","Wilson Crk","Autrey Mil","Johns Crk","Darlene Hamrock","Phone: 770-622-3081"
"8123470","$799,900","A","4438 Gillsville Hwy","263","Gillsville","Hall","7","5","1","2001","30543","Tadmore","East Hall","East Hall","Amanda Gochanour","Phone: 678-760-4070"
"8120122","$799,900","A","557 Versailles Dr","301","Auburn","Barrow","4","4","1","2007","30011-2637","Bramlett","Westside","Apalachee","Susan Steele","Phone: 770-867-0055"
"8116641","$800,000","A","980 Todd Rd","23","Atlanta","Fulton","3","1","0","1930","30306","Sprngdle P","Inman","Grady","Susan E Edens","Phone: 5612943228"
"8125465","$810,000","A","1247 Glenda Ln","82","Marietta","Cobb","5","4","1","2017","30062-4906","East Side","Dodgen","Walton","Terry Burger","Phone: 7702409949"
"8127196","$815,000","A","1197 Beech Valley Rd","24","Atlanta","DeKalb","3","3","0","1933","30306-3121","Morningsid","Inman","Grady","Travis Reed","Phone: 404-874-0083"
"8121477","$819,500","A","2376 Nesbitt Dr","51","Brookhaven","DeKalb","5","5","0","2007","30319","Ashford Pk","Chamblee","Chamblee","Amy Widener","Phone: 678-576-2256"
"8116566","$819,900","A","1919 Sandlewood Ln","51","Chamblee","DeKalb","4","3","1","2017","30341","Montgomery","Chamblee","Chamblee","Tim Hughes","Phone: 404-409-4131"
"8119179","$825,000","A","1371 Merry Ln","52","Atlanta","DeKalb","5","4","1","2016","30329","Briar Vsta","Druid Hill","Druid Hlls","Hallie R Chasen","Phone: 4042714635"
"8118823","$825,000","A","2172 Crimson King Dr","62","Braselton","Gwinnett","6","4","2","2008","30517-7023","Duncan Crk","F N Osborn","Mill Creek","Jim Wells","Phone: 6785252750"
"8121062","$829,000","A","7356 Williams Rd","265","Flowery Branch","Hall","5","3","1","2016","30542","Sp Springs","C W Davis","Flwry Brnc","Vickie Hogan",
"8126658","$830,000","A","2091 McKinley Rd","21","Atlanta","Fulton","4","3","0","1940","30318-1705","Brandon ES","Sutton","N Atl","Karen Hughes","Phone: 770-722-4188"
"8127002","$830,500","A","3006 Eamont Ter","131","Sandy Springs","Fulton","5","4","0","2017","30328","Lake Frst","Ridgeview","Riverwood","Mark Spain","Phone: 7708869000"
"8127017","$837,445","A","3008 Eamont Ter","131","Sandy Springs","Fulton","5","4","1","2017","30328","Lake Frst","Ridgeview","Riverwood","Mark Spain","Phone: 7708869000"
"8117547","$838,000","A","4409 Mystique Lndg","82","Roswell","Cobb","6","5","1","2006","30075","Garrson Ml","Mabry","Lassiter","Lisa Tipton","Phone: 678-772-1255"
"8126832","$838,695","A","3002 Eamont Ter","131","Sandy Springs","Fulton","5","4","1","2017","30328","Lake Frst","Ridgeview","Riverwood","Mark Spain","Phone: 7708869000"
"8118726","$839,000","A","91 Highland Dr","21","Atlanta","Fulton","5","3","0","1935","30305-2701","Garden Hl","Sutton","N Atl","Rachael Blatt","Phone: 404-285-9059"
"8128317","$845,000","A","13073 Overlook Pass","13","Roswell","Fulton","5","4","1","2017","30075","Sweet Appl","Elkins Pnt","Roswell","Abby K Noah",
"8147592","$849,000","A","8726 Atlanta Newnan Rd","33","Palmetto","Fulton","3","3","1","2006","30268-2245","West Manor","Bear Creek","Creekside","Margaret M Gill","Phone: 770-480-8222"
"8117980","$849,900","A","2109 Rocky Falls Ct","74","Kennesaw","Cobb","5","4","1","2016","30152","Bullard","McClure","Knnsaw Mtn","Ernest J Campbell","Offc: 678-283-4994"
"8114765","$849,900","A","1195 Gordon Combs Rd","74","Marietta","Cobb","5","4","3","2002","30064","Hayes","Pine Mnt","Knnsaw Mtn","Rhonda Duffy","Phone: 6783183613"
"8116347","$850,000","A","52 NE Kirkwood","24","Atlanta","DeKalb","6","5","0","1900","30317-1102","Toomer","Other","MH Jksn Jr","Harry L Richardson","Phone: 404-606-3133"
"8118247","$850,000","A","1154 St Charles Pl","23","Atlanta","Fulton","4","3","1","1920","30306","Sprngdle P","Inman","Grady","Leigh Hays","Phone: 404-402-4554"
"8124364","$850,000","A","5451 Pine Forest Cir","265","Gainesville","Hall","4","3","0","2003","30504","Mcever","Chestatee","Chestatee","Peter B Clay","Phone: 678-492-3559"
"8124386","$865,000","A","3164 Caldwell Rd","51","Brookhaven","DeKalb","4","3","1","2016","30319-2918","Ashford Pk","Chamblee","Chamblee","Debbie A Leonard","Phone: 770-354-3325ext. 326"
"8119804","$869,000","A","2580 Melinda Dr","52","Atlanta","DeKalb","5","6","1","2005","30345","Hawthorne","Henderson","Lakeside","Robyn C Binger","Phone: 404-217-0669"
"8116954","$874,900","A","2223 Abby Ln","52","Atlanta","DeKalb","5","4","0","2005","30345-3518","Oak Grove","Henderson","Lakeside","Redefy Intown",
"8116293","$875,000","A","1058 Bream Dr","13","Alpharetta","Fulton","6","7","1","2006","30004","Birm Falls","Northwstrn","Milton","Geraldine Lee","Phone: 770-426-1150ext. 306"
"8115769","$875,000","A","60 W Belle Isle Rd","132","Atlanta","Fulton","4","4","1","2007","30342-2534","High Point","Ridgeview","Riverwood","Kelly Boudreau","Phone: 4044560536"
"8118273","$875,000","A","211 Parkside Cir","52","Decatur","DeKalb","5","4","0","1940","30030","Clairemont","Renfroe","Decatur","Janice Quinn","Phone: 770-434-0063"
"8118443","$875,000","A","31 S Avondale Rd","52","Avondale Estates","DeKalb","5","3","1","2017","30002-1304","Avondale","Druid Hill","Druid Hlls","Metro Atlanta Partners","Phone: 404-371-0277"
"8119099","$875,000","A","2250 Sharon Estates Dr","221","Cumming","Forsyth","5","5","1","2017","30041","Daves Crk","S Forsyth","S Forsyth","Holly Cunningham","Phone: 404-663-9791"
"8123564","$875,000","A","4225 Lake Forrest Dr","21","Atlanta","Fulton","4","4","0","1961","30342-3237","Jackson","Sutton","N Atl","Betsy Akers","Phone: 404-372-8144"
"8122303","$875,000","A","6010 Riverside Park Dr","14","Roswell","Fulton","5","5","1","2007","30076","River Eves","Holcomb Br","Centennial","Katie Belew","Phone: 770-206-3138"
"8123016","$875,000","A","1630 Cox Rd","13","Roswell","Fulton","5","3","2","2000","30075","Sweet Appl","Elkins Pnt","Roswell","OTP Realty Partners","Phone: 6787800219"
"8114175","$879,000","A","743 Spalding Dr","131","Sandy Springs","Fulton","4","3","1","2017","30328","Woodland","Sndy Sprg","N Springs","Wendy Zoller","Phone: 404-277-0747"
"8118852","$889,000","A","1777 Coventry Rd","52","Decatur","DeKalb","5","3","1","2016","30030","Fernbank","Druid Hill","Druid Hlls","Matthew Doyle","Phone: 5617076139ext. 0"
"8122220","$889,000","A","1010 Chivencester Ct","62","Suwanee","Gwinnett","5","5","2","2004","30024-7661","Riverside","N Gwinnett","N Gwinnett","Judy Goodman","Phone: 404-391-8317"
"8132213","$894,900","A","140 High Bluff","14","Johns Creek","Fulton","5","4","2","2000","30097","Medlock Br","Autrey Mil","Johns Crk","Roslyn Forro","Phone: 404-889-2880"
"8128736","$899,000","A","2401 Sewell Mill Rd","82","Marietta","Cobb","5","6","1","2016","30062-2808","East Side","Dodgen","Walton","Surinder Bahl","Phone: 4046101002"
"8122268","$899,000","A","1047 Houston Mill Rd","52","Atlanta","DeKalb","5","5","1","2017","30329-3827","Briar Vsta","Druid Hill","Druid Hlls","Kelly Boudreau","Phone: 4044560536"
"8123203","$899,000","A","3160 St Ives Country Club Pkwy","14","Johns Creek","Fulton","6","4","2","1988","30097-2037","Wilson Crk","Autrey Mil","Johns Crk","Kim Schauerman","Phone: 770-337-3841"
"8116011","$899,500","A","1169 Dorby Park Dr","51","Brookhaven","DeKalb","6","4","0","2017","30319","Ashford Pk","Chamblee","Chamblee","Alan Weng",
"8115978","$899,900","A","698 Myrtle St","23","Atlanta","Fulton","4","4","0","1913","30308-1447","Sprngdle P","Inman","Grady","Adam Ellis","Phone: 770-355-0549ext. 9719"
"8114620","$899,900","A","2574 Winter Haven Ln","81","Marietta","Cobb","5","5","1","2016","30062","East Side","Dodgen","Walton","Rupinder Gill","Phone: 678-833-4111"
"8113694","$900,000","A","522 N Lake Dr","113","Canton","Cherokee","4","4","1","1981","30115","Avery","Creekland","Creekview","Tommy Lyon","Phone: 6789943247"
"8114575","$914,500","A","65 Old Powers Pl","132","Sandy Springs","Fulton","5","3","1","1979","30327","Heards Fry","Ridgeview","Riverwood","Katie Brinkman","Phone: 770-804-6217"
"8115364","$915,000","A","2570 Winter Haven Ln","82","Marietta","Cobb","5","5","1","2017","30062","East Side","Dodgen","Walton","Rupinder Gill","Phone: 678-833-4111"
"8120848","$919,900","A","3775 Adams Rd","224","Cumming","Forsyth","4","3","1","1986","30041","Chathooche","Littl Mill","Frsth Cntl","Michelle Clark","Phone: 678-725-3467"
"8123728","$919,900","A","5015 Wellesley Cv","13","Milton","Fulton","5","5","1","2016","30004","Summit Hll","Northwstrn","Cambridge","Jeremy Aldridge","Phone: 404-998-6922"
"8123621","$925,000","A","2315 Manor Creek Ct","221","Cumming","Forsyth","5","3","1","2007","30041","Big Creek","S Forsyth","Lambert","Mary Ellen Macke","Phone: 404-310-5933"
"8124612","$925,000","A","1401 Harvard Rd","52","Atlanta","DeKalb","4","2","1","1929","30306-2430","Fernbank","Druid Hill","Druid Hlls","Nicole Davis","Phone: 404-358-6252"
"8122832","$925,000","A","819 Jamont Cir","14","Alpharetta","Fulton","6","5","1","2017","30022","Barnwell","Haynes Br","Centennial","Sandy Geisel","Phone: 4044564766"
"8118608","$925,000","A","3281 Pine Knoll Ct","161","Jonesboro","Clayton","5","4","2","2004","30236","Arnold","Roberts","Lovejoy","Andy Garcia","Phone: 404-563-5853"
"8124121","$929,000","A","633 Timm Valley","21","Atlanta","Fulton","4","3","1","2017","30305","Garden Hl","Sutton","N Atl","Szana Hughes","Phone: 4048499050"
"8125237","$934,900","A","3172 Silver Lake Dr","51","Brookhaven","DeKalb","6","6","0","2007","30319","Montgomery","Chamblee","Chamblee","Rowena Preisinger","Phone: 770-378-5924"
"8116560","$935,000","A","2734 Thurleston Ln","62","Duluth","Gwinnett","4","4","1","2000","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Michele H Collins","Phone: 678-614-9662"
"8117269","$939,900","A","3785 Sewell Mill Rd","82","Marietta","Cobb","5","5","1","2016","30062-5805","Murdock","Dodgen","Walton","Enna Banai","Phone: 678-523-4603"
"8124315","$947,000","A","220 Northland Ridge Trl","132","Sandy Springs","Fulton","5","5","1","1990","30342","High Point","Ridgeview","Riverwood","Jeanee Lutterman","Phone: 770-354-8331"
"8114403","$949,900","A","1109 Lenox Vw","51","Atlanta","DeKalb","5","5","0","2011","30324-3567","Woodward","Sequoyah","Cross Keys","Alison Sternfels","Phone: 4045693674ext. 3674"
"8123654","$949,964","A","3010 Haven Reserve","13","Milton","Fulton","5","5","1","2016","30009","Summit Hll","Northwstrn","Cambridge","Jeremy Aldridge","Phone: 404-998-6922"
"8130538","$950,000","A","2206 Fairhaven","21","Atlanta","Fulton","4","3","1","2017","30305-4317","Rivers","Sutton","N Atl","Sharon Harper","Phone: 770-527-0933"
"8118808","$969,000","A","525 Danube Rd","21","Atlanta","Fulton","4","4","0","1996","30342","Smith","Sutton","N Atl","Jim B Getzinger","Phone: 404-307-4020"
"8120761","$974,000","A","135 White Columns Dr","13","Milton","Fulton","6","5","2","2001","30004","Birm Falls","Northwstrn","Cambridge","Dodie Hamrick","Phone: 770-594-2035"
"8123713","$974,900","A","3085 Haven Ter","13","Milton","Fulton","5","5","0","2016","30009","Summit Hll","Northwstrn","Cambridge","Jeremy Aldridge","Phone: 404-998-6922"
"8129286","$975,000","A","13545 Blackmaral Ln","13","Milton","Fulton","5","4","1","2007","30004","Summit Hll","Northwstrn","Milton","Nancy Gilfillan","Phone: 770-713-0427"
"8130170","$975,000","A","825 Ebenezer Rd","13","Roswell","Fulton","3","4","1","1997","30075-1033","CrabappCr","Northwstrn","Milton","Dan Bangs","Phone: 770-365-4510"
"8117629","$975,000","A","1650 Merton Rd","23","Atlanta","Fulton","4","4","1","1952","30306-3004","Morningsid","Inman","Grady","Jared Sapp","Phone: 404-668-7233"
"8116061","$979,000","A","1396 Carolyn Dr","52","Atlanta","DeKalb","5","4","1","2016","30329-3547","Briar Vsta","Druid Hill","Druid Hlls","Leslie Zweben","Phone: 404-425-3302"
"8118943","$985,000","A","2872 Darlington Run","62","Duluth","Gwinnett","5","6","1","2002","30097","M H Mason","Rchard Hll","Pchtr. Rdg","Michele H Collins","Phone: 678-614-9662"
"8120949","$989,000","A","11 Conifer Cir","21","Atlanta","Fulton","5","5","1","2000","30342-4303","Smith","Sutton","N Atl","Bonneau Ansley","Phone: 404-906-3161"
"8127247","$989,000","A","2401 Nutall Oak Dr","62","Braselton","Gwinnett","5","4","0","2017","30517","Duncan Crk","F N Osborn","Mill Creek","Suzanne M Burgner","Phone: 404-202-9531"
"8116567","$989,900","A","6065 Carlisle Ln","14","Alpharetta","Fulton","5","5","2","1998","30022","Barnwell","Autrey Mil","Johns Crk","Kayc Carper","Phone: 4046261143"
